name,normalizedName,tager,legacyDefaultTag,runtimeDefaultTag,bundleIdentifier,defaultNote-ZH
,lazycat,device-management,utilities,utilities|system-enhancement,null,硬件设备客户端
,fuse-for-mac-os-x,file-management,utilities,file-management|utilities,null,FUSE 文件系统组件，适合让 macOS 挂载和访问扩展文件系统
,miniwol,network-tools,utilities|system-enhancement,utilities,null,网络调试工具，适合抓包、代理和排查连接问题
,filomail,ai-tools|communication,communication|design|ai-tools,communication|ai-tools,null,邮件工具，适合集中处理收件箱和通信
,creative,device-management,utilities,utilities|system-enhancement,null,声卡和音频设备控制面板
,iexplorer,transfer,file-management|transfer|utilities,transfer|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,pinwheel,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,securityspy,security,utilities|security,security,null,图片工具，适合浏览、编辑、转换或管理图片
,ueli,Automation,productivity,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,endless-sky,game,entertainment|game|finance,entertainment|game,null,游戏，适合休闲娱乐和沉浸式体验
,yellow-dot,security,utilities|security,security,null,隐藏隐私指示点的工具
,ishare,picture-photo,media|picture-photo|utilities,media|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,sequential,picture-photo,media|picture-photo|utilities|system-enhancement,media|picture-photo,null,办公文档工具，适合阅读、编辑或管理文档资料
,unblocked,ai-tools,development|ai-tools,ai-tools,null,沟通工具，适合聊天、邮件、通话或团队交流
,colorwell,Font|ui-prototyping|3d-cad,utilities,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,adobe-air,game,development|design|entertainment|game,entertainment|game,null,运行 AIR 应用的运行时，常见于旧游戏和跨平台桌面工具
,autogram,security,utilities,security,null,电子签名应用
,specter,finance|device-management|Automation,utilities|finance,productivity|utilities|system-enhancement|finance,null,比特币钱包管理工具，适合多签和硬件钱包工作流
,ulaa-browser,browser,browser|utilities|security,browser,null,网页浏览器，适合日常上网和访问 Web 服务
,tourbox-console,system,system,utilities|system,null,TourBox 设备配置工具
,ibm-semeru-runtime-jdk-11-open-edition,runtime-sdk,utilities,development,null,Java JDK/运行时组件，适合开发或运行 Java 应用
,padloc,security,utilities|security,security,null,账号安全工具，适合管理密码、验证码和通行密钥
,doughnut,audio,media|audio|entertainment,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,epson-print-layout,picture-photo|device-management,design|media|picture-photo|utilities,media|picture-photo|utilities|system-enhancement,null,爱普生照片打印排版工具，适合控制纸张和色彩输出
,visual-paradigm,ui-prototyping|diagramming,utilities,design,null,设计工具，适合图形、界面或视觉创作
,ibm-semeru-runtime-jdk-open-edition,runtime-sdk,utilities,development,null,Java JDK/运行时组件，适合开发或运行 Java 应用
,musaicfm-screensaver,audio,media|audio|utilities|system-enhancement|entertainment,media|audio,null,把音乐信息做成屏保，闲置时也能展示正在播放
,mindforger,ide,development|writing,development,null,编程开发工具，适合编写、阅读和维护代码
,power-manager,Automation,productivity|utilities,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,4k-image-compressor,picture-photo,media|picture-photo|utilities,media|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,lunatask,security|GTD|Notes,productivity|writing|utilities|security,productivity|writing|security,null,把任务、习惯和笔记放一起的个人效率系统
,file-juicer,picture-photo,productivity|media|picture-photo|utilities,media|picture-photo,null,办公文档工具，适合阅读、编辑或管理文档资料
,sipgate-softphone,communication,file-management|transfer|media|picture-photo|utilities,communication,null,软电话客户端，直接在 Mac 上拨打和接听 VoIP
,touch-portal,network-tools|Automation,utilities,productivity|utilities|system-enhancement,null,宏命令远程控制工具
,slidepilot,office,productivity,productivity|writing,null,办公文档工具，适合阅读、编辑或管理文档资料
,trimmy,file-management,productivity|development|utilities|system-enhancement,file-management|utilities,null,效率增强工具，适合快速启动、自动化或管理常用操作
,dropdmg,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,elgato-capture-device-utility,device-management,utilities,utilities|system-enhancement,null,Elgato 采集设备更新和配置工具
,synthesia,writing|education,writing,writing|education,null,写作和笔记工具，适合记录、编辑和整理文本内容
,direqual,file-management,utilities,file-management|utilities,null,目录比较工具
,renamer,file-management,utilities,file-management|utilities,null,批量文件重命名工具
,avtouchbar,audio,media|audio|utilities|system-enhancement,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,disk-diet,file-management|system-maintenance,utilities,file-management|utilities|system-enhancement,null,macOS上最初的磁盘清理应用程序，首次发布于2011年，并不断进行改进
,gpg-suite-nightly,communication|security,communication|utilities|security,communication|security,null,邮件和文件加密保护工具
,yubihsm-2-sdk,runtime-sdk,utilities,development,null,
,showmeyourhotkeys,Automation|system-maintenance,utilities|system-enhancement,productivity|utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,captain,Automation|devops,development|utilities|system-enhancement,productivity|development|system-enhancement,null,容器和集群管理工具，适合本地开发、镜像和 Kubernetes 工作流
,manico,Automation,productivity,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,nostalgiapp,game,productivity|entertainment|game,entertainment|game,null,游戏，适合休闲娱乐和沉浸式体验
,usage,system-maintenance,utilities,utilities|system-enhancement,null,应用使用情况追踪工具
,spundle,file-management,utilities,file-management|utilities,null,稀疏包创建、调整和压缩工具
,electrum-ltc,security|finance,utilities|finance|security,finance|security,null,莱特币轻钱包，适合管理和签署 LTC 交易
,scrolla,device-management,development|utilities|system-enhancement,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,blisk-browser,browser,browser|development,browser,null,网页调试和浏览工具，适合开发者检查页面细节
,doxie,device-management,utilities,utilities|system-enhancement,null,扫描仪硬件配套应用
,cisdem-data-recovery,system-maintenance,utilities,utilities|system-enhancement,null,数据恢复工具
,pdfshaver,PDF,utilities,writing|utilities,null,办公文档工具，适合阅读、编辑或管理文档资料
,retroarch-metal-nightly,game,media|video|entertainment|game,entertainment|game,null,RetroArch 的 Metal 测试版，适合尝鲜复古模拟性能
,swisscom-mycloud-desktop,transfer,file-management|transfer|utilities,transfer|utilities,null,Swisscom myCloud 桌面客户端
,rocket-typist,Automation,utilities,productivity|system-enhancement,null,常用短语文本扩展工具
,xtool-studio,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,google-web-designer,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,jumpcloud-password-manager,security,utilities|security,security,null,安全相关工具，适合隐私保护、访问控制或账号防护
,mater,system-maintenance,utilities,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,q-light-controller,device-management,utilities,utilities|system-enhancement,null,DMX 和模拟灯光控制工具
,logitech-presentation,devops,productivity|development,development,null,演示工具，适合制作展示内容或现场演示
,parallels-virtualization-sdk,devops|runtime-sdk,development|utilities,development,null,虚拟化或远程连接工具，适合运行系统环境和访问远程电脑
,gitee,devops,development|utilities,development,null,开发相关工具，适合编程、调试或管理开发环境
,change-vision-astah-uml,Notes|diagramming,productivity|design,productivity|design|writing,null,适合画流程图、结构图或头脑风暴草图
,mcreator,game,writing|entertainment|game,entertainment|game,null,游戏，适合休闲娱乐和沉浸式体验
